Factions	Character Notes	Sorting Order	Sub Faction	Name	Character Type	Character Gender	Status	Was leader?	age	x	y	Traits	Ancillaries	ARMIES (Max 20 units)
hre	-	673	-	Ida von_Formbach-Ratelnberg	character_record	female	alive	never_a_leader	50	-	-	-	-	-
hre	Repeated Character	674	-	Hadegunde_mh von_Regensburg	character_record	female	dead 5	never_a_leader	65	-	-	-	-	-
hre	-	675	-	Hermann_shh der_Jungere	character_record	male	off_map	never_a_leader	42	-	-	-	-	-
hre	-	676	-	Friedrich_shh von_Habsberg	character_record	male	off_map	never_a_leader	40	-	-	-	-	-
hre	Repeated Character	677	-	Alberada_mf	character_record	female	alive	never_a_leader	53	-	-	-	-	-
hre	-	678	-	Irmgard	character_record	female	alive	never_a_leader	14	-	-	-	-	-
hre	-	679	-	Berenger_sgi von_Sulzbach	character_record	male	alive	never_a_leader	0	-	-	-	-	-
hre	-	680	-	Frederick_iv von_Luxemburg	character_record	male	dead 15	never_a_leader	77	-	-	-	-	-
hre	-	681	-	Jutta_dfg von_Luxemburg	character_record	female	alive	never_a_leader	42	-	-	-	-	-
hre	-	682	-	Adelaide_iii in_der_Normandie	character_record	female	alive	never_a_leader	54	-	-	-	-	-
hre	-	683	-	Seier von_Lens	character_record	male	off_map	never_a_leader	22	-	-	-	-	-
hre	-	684	-	Walter von_Lens	character_record	male	off_map	never_a_leader	21	-	-	-	-	-
hre	-	685	-	Sigehard_mu von_Wolfsolden	character_record	male	off_map	never_a_leader	22	-	-	-	-	-
hre	-	686	-	Gerhard_ssu von_Schauenburg	character_record	male	off_map	never_a_leader	4	-	-	-	-	-
hre	-	687	-	Gottfried_ssu von_Wolfsolden	character_record	male	off_map	never_a_leader	3	-	-	-	-	-
hre	-	688	-	Siegfried_ssu von_Wolfsolden	character_record	male	alive	never_a_leader	1	-	-	-	-	-
hre	King of Hungary	689	-	Bela_mt von_Ungarn	character_record	male	off_map	never_a_leader	64	-	-	-	-	-
hre	-	690	-	Adelheid_mh von_Sulzbach	character_record	female	alive	never_a_leader	46	-	-	-	-	-
hre	-	691	-	Mathilde_imm von_Rheinhausen	character_record	female	dead 7	never_a_leader	58	-	-	-	-	-
hre	-	692	-	Sophia_dmm von_Formbach	character_record	female	alive	never_a_leader	28	-	-	-	-	-
hre	-	693	-	Gebhard_mh von_Supplinburg	character_record	male	dead 5	never_a_leader	42	-	-	-	-	-
hre	-	694	-	Ida_dgh von_Supplinburg	character_record	female	alive	never_a_leader	6	-	-	-	-	-
hre	-	695	-	Leopold_ii von_Osterreich	character_record	male	off_map	never_a_leader	48	-	-	-	-	-
hre	-	696	-	Elisabeth	character_record	female	alive	never_a_leader	20	-	-	-	-	-
hre	-	697	-	Ida_dli Babenberg	character_record	female	off_map	never_a_leader	12	-	-	-	-	-
hre	-	698	-	Elisabeth_mr aus_Lothringen	character_record	female	alive	never_a_leader	17	-	-	-	-	-
hre	Repeated Character	699	-	Udalrich_rmm Von_Formbach	character_record	male	off_map	never_a_leader	32	-	-	-	-	-
hre	-	700	-	Berta_mh von_Schweinfurt	character_record	female	alive	never_a_leader	22	-	-	-	-	-
hre	-	701	-	Berta_mf von_Schweinfurt	character_record	female	alive	never_a_leader	26	-	-	-	-	-
hre	-	702	-	Hermann_shb von_Kastl	character_record	male	off_map	never_a_leader	4	-	-	-	-	-
hre	-	703	-	Otto_shb von_Habsberg	character_record	male	alive	never_a_leader	2	-	-	-	-	-
hre	-	704	-	Friedrich_shb von_Ammertal	character_record	male	off_map	never_a_leader	0	-	-	-	-	-
hre	-	705	-	Waleran_mj	character_record	male	off_map	never_a_leader	48	-	-	-	-	-
hre	-	706	-	Hendrik_swj van_Limburg	character_record	male	off_map	never_a_leader	21	-	-	-	-	-
hre	-	707	-	Konrad_swj von_Merheim	character_record	male	off_map	never_a_leader	20	-	-	-	-	-
hre	english rebel	708	-	Earl_mj Waltheof	character_record	male	off_map	never_a_leader	40	-	-	-	-	-
hre	-	709	-	Judith von_Lens	character_record	female	alive	never_a_leader	38	-	-	-	-	-
hre	German anti-King #2	710	-	Hermann_ms von_Salm	character_record	male	off_map	never_a_leader	46	-	-	-	-	-
hre	-	711	-	Otto_shs von_Salm	character_record	male	off_map	never_a_leader	5	-	-	-	-	-
hre	rebel	712	-	Ottokar_me	character_record	male	off_map	never_a_leader	25	-	-	-	-	-
hre	-	713	-	Sieghard_mi von_Pongau	character_record	male	off_map	never_a_leader	17	-	-	-	-	-
hre	-	714	-	Kunigunde_soe von_Steiermark	character_record	male	alive	never_a_leader	1	-	-	-	-	-
hre	-	715	-	Lutold_mi Premyslid	character_record	male	off_map	never_a_leader	26	-	-	-	-	-
hre	-	716	-	Adelheid_mh von_Pottenstein	character_record	female	alive	never_a_leader	22	-	-	-	-	-
hre	-	717	-	Waleran_sha	character_record	male	off_map	never_a_leader	5	-	-	-	-	-
hungary	;command, very disloyal,	1	-	Salamon	named character	male	-	-	28	266	238	-	-	european_knights, magyar_light_castellans, european_militia_spearmen, european_militia_spearmen, european_archers, european_mounted_sergeants
hungary	-	2	-	David	named character	male	-	-	25	265	238	-	-	european_mounted_sergeants, kypchak_light_cav, kypchak_light_cav, european_spearmen, european_spearmen, european_archers
hungary	-	3	-	Otto Gyor	named character	male	-	-	45	233	240	-	-	european_knights, wallachian_spearmen, magyar_light_castellans, magyar_light_castellans, european_commoner_spearmen, european_serfs, european_serfs
hungary	;disloyal	4	-	Peter	named character	male	-	-	45	265	251	-	-	european_mounted_sergeants
hungary	-	5	-	Lampert Hont-Pazmany	named character	male	-	-	26	254	259	-	-	european_knights, european_commoner_spearmen, european_commoner_spearmen
hungary	-	6	-	Vid Gutkeled	named character	male	-	-	45	223	239	-	-	european_knights, magyar_light_castellans, european_serfs
hungary	-	7	-	Gut Gutkeled	named character	male	-	-	20	224	239	-	-	european_knights, european_commoner_spearmen, european_serfs
hungary	-	8	-	Keled Gutkeled	named character	male	-	-	19	225	239	-	-	european_mounted_sergeants
hungary	;loyal, Norman	9	-	Oliver Ratot	named character	male	-	-	23	234	232	-	-	norman_cavalry, norman_cavalry
hungary	;loyal, Norman	10	-	Ratold Ratot	named character	male	-	-	21	235	232	-	-	norman_cavalry, norman_cavalry, european_commoner_spearmen
hungary	;loyal	11	-	Acsa Rosd	named character	male	-	-	27	250	247	-	-	european_knights, magyar_light_castellans, european_serfs
hungary	;loyal	12	-	Miklos Rosd	named character	male	-	-	30	249	247	-	-	european_knights, european_commoner_spearmen
hungary	;intelligent, great commander	13	-	Szaonok Szolnok	named character	male	-	-	40	226	241	-	-	european_knights, european_spearmen, european_spearmen, european_spearmen, magyars, magyars, magyars, european_archers, european_archers, european_archers, european_mounted_sergeants, pecheneg_light_cav, pecheneg_light_cav
hungary	;Palatine of Hungary 	14	-	Gyula	named character	male	-	-	36	236	243	-	-	european_knights, wallachian_spearmen, wallachian_spearmen, kypchak_light_cav, kypchak_light_cav, magyar_light_castellans, magyar_light_castellans, magyar_light_castellans, european_archers, european_archers, european_archers
hungary	;infertile	15	-	Laszlo	named character	male, leader	-	-	34	229	248	-	-	european_knights, magyars, magyars, magyars, magyars, magyars, magyars, magyars, magyars, magyar_light_castellans, magyar_light_castellans, magyar_light_castellans, magyar_light_castellans, european_mounted_sergeants, european_mounted_sergeants
hungary	-	16	-	Kalman	named character	male	-	-	15	236	246	-	-	european_mounted_sergeants
hungary	-	17	-	Almos	named character	male, heir	-	-	12	237	246	-	-	european_knights, magyar_light_castellans, magyar_light_castellans, european_militia_spearmen, european_archers
hungary	-	18	-	Lampert	named character	male	-	-	29	226	243	-	-	european_mounted_sergeants, magyars, magyars, magyar_light_castellans, magyar_light_castellans, european_spearmen, european_archers, european_archers
hungary	-	19	-	Dezso	priest	male	-	-	53	254	236	-	-	-
hungary	-	20	-	Nehemias	priest	male	-	-	38	270	235	-	-	-
-	-	21	-	Kozma	priest	male	-	-	46	236	246	-	-	-
-	-	22	-	Hartvik	priest	male	-	-	26	237	246	-	-	-
hungary	-	23	-	Istvan_i	priest	male	-	-	28	235	232	-	-	-
-	-	24	-	Frank	priest	male	-	-	49	255	258	-	-	-
hungary	-	25	-	Koppany	priest	male	-	-	40	242	255	-	-	-
hungary	-	26	-	Arpad	character_record	male	dead 172	past_leader	200	-	-	-	-	-
hungary	-	27	-	Abacil	character_record	female	dead 164	never_a_leader	200	-	-	-	-	-
hungary	-	28	-	Solt Fejedelem	character_record	male	dead 132	past_leader	173	-	-	-	-	-
hungary	-	29	-	Szaloka Fejedelemasszony	character_record	female	dead 135	never_a_leader	173	-	-	-	-	-
hungary	-	30	-	Taksony	character_record	male	dead 109	past_leader	149	-	-	-	-	-
hungary	-	31	-	Prisca	character_record	female	dead 94	never_a_leader	149	-	-	-	-	-
hungary	-	32	-	Geza Nagyfejedelem	character_record	male	dead 83	past_leader	131	-	-	-	-	-
hungary	-	33	-	Mihaly	character_record	male	dead 87	never_a_leader	128	-	-	-	-	-
hungary	-	34	-	Mikolt	character_record	female	dead 80	never_a_leader	130	-	-	-	-	-
hungary	-	35	-	Istvan	character_record	male	dead 42	past_leader	111	-	-	-	-	-
hungary	-	36	-	Sarolta	character_record	female	dead 51	never_a_leader	110	-	-	-	-	-
hungary	-	37	-	Sophia	character_record	female	dead 34	never_a_leader	109	-	-	-	-	-
hungary	-	38	-	Klara	character_record	female	dead 82	never_a_leader	128	-	-	-	-	-
hungary	-	39	-	Vazul	character_record	male	dead 43	never_a_leader	110	-	-	-	-	-
hungary	-	40	-	Gizella	character_record	female	dead 21	never_a_leader	96	-	-	-	-	-
hungary	-	41	-	Otto	character_record	male	dead 24	never_a_leader	80	-	-	-	-	-
hungary	-	42	-	Imre	character_record	male	dead 49	never_a_leader	73	-	-	-	-	-
hungary	-	43	-	Agota	character_record	female	dead 10	never_a_leader	71	-	-	-	-	-
hungary	-	44	-	Samuel Aba	character_record	male	dead 36	past_leader	90	-	-	-	-	-
hungary	-	45	-	Ottone Orseolo	character_record	male	dead 49	never_a_leader	87	-	-	-	-	-
hungary	-	46	-	Peter Orseolo	character_record	male	dead 21	past_leader	69	-	-	-	-	-
hungary	-	47	-	Bibur	character_record	female	dead 27	never_a_leader	110	-	-	-	-	-
hungary	-	48	-	Andras	character_record	male	dead 20	past_leader	67	-	-	-	-	-
hungary	-	49	-	Levente	character_record	male	dead 33	never_a_leader	65	-	-	-	-	-
hungary	-	50	-	Bela	character_record	male	dead 17	past_leader	64	-	-	-	-	-
hungary	-	51	-	Judit Schweinfurt	character_record	female	dead 22	never_a_leader	70	-	-	-	-	-
hungary	-	52	-	Mael Skocia	character_record	male	off_map	never_a_leader	49	-	-	-	-	-
hungary	-	53	-	Anasztaszija Jaroszlavna	character_record	female	alive	never_a_leader	57	-	-	-	-	-
hungary	-	54	-	Richeza Lengyelorszag	character_record	female	dead 5	never_a_leader	67	-	-	-	-	-
hungary	-	55	-	Geza	character_record	male	dead 3	past_leader	36	-	-	-	-	-
hungary	-	56	-	Ilona	character_record	female	off_map	never_a_leader	30	-	-	-	-	-
hungary	-	57	-	Svab_Judit	character_record	female	alive	never_a_leader	33	-	-	-	-	-
hungary	-	58	-	Zsofia	character_record	female	dead 5	never_a_leader	30	-	-	-	-	-
hungary	-	59	-	Adelhaid	character_record	female	alive	never_a_leader	20	-	-	-	-	-
hungary	-	60	-	Dmitar Zvonimir	character_record	male	off_map	never_a_leader	46	-	-	-	-	-
hungary	-	61	-	Antal Rosd	character_record	male	dead 5	never_a_leader	65	-	-	-	-	-
hungary	-	62	-	Zsejke	character_record	female	alive	never_a_leader	36	-	-	-	-	-
hungary	-	63	-	Magdolna Rosd	character_record	female	dead 2	never_a_leader	67	-	-	-	-	-
hungary	-	64	-	Baudouin Ratot	character_record	male	off_map	never_a_leader	63	-	-	-	-	-
hungary	-	65	-	Giselle Ratot	character_record	female	alive	never_a_leader	59	-	-	-	-	-
hungary	-	66	-	Szepa	character_record	female	alive	never_a_leader	20	-	-	-	-	-
hungary	-	67	-	Karold	character_record	female	alive	never_a_leader	38	-	-	-	-	-
hungary	-	68	-	Viola	character_record	female	alive	never_a_leader	40	-	-	-	-	-
kiev	Prince of Smolensk	1	-	Vladimir_i Monomakh	named character	male, leader	-	-	27	308	311	-	-	eastern_druzhina_cav, eastern knights, eastern_black_hoods, eastern_city_militia, eastern_city_militia, eastern_city_militia, eastern_druzhina_foot, eastern_horse_archers, eastern_horse_archers, eastern_spearmen, eastern_spearmen, eastern_squires, kiev_archers, kiev_archers
kiev	-	2	-	Vsevolod Yaroslavich	named character	male	-	-	50	307	283	-	-	eastern_druzhina_cav, eastern_city_militia, eastern_city_militia, eastern_city_militia, eastern_druzhina_foot, kiev_archers, eastern_squires
kiev	Prince of Vladimir-in-Volhynia and Prince of Turov, disloyal, pious, generous, Bio!	3	-	Yaropolk_i Izyaslavich	named character	male	-	-	40	347	336	-	-	eastern knights, eastern_city_militia, eastern_city_militia, eastern_city_militia, kypchak_light_cav, kypchak_light_cav, khazar_horse_archers, khazar_horse_archers, eastern_druzhina_foot, eastern_horse_archers, eastern_spearmen, eastern_spearmen, eastern_spearmen, kiev_peasant_spearmen, kiev_peasant_spearmen, eastern_archers, eastern_archers, eastern_archers
kiev	Prince of Volyn, very disloyal	4	-	Davyd Igorevich	named character	male	-	-	28	287	286	-	-	eastern_druzhina_cav, eastern_city_militia, eastern_city_militia, eastern_spearmen, eastern_horse_archers, eastern_spearmen, eastern_spearmen, eastern_squires, eastern_squires, eastern_archers, eastern_archers, eastern_archers
kiev	-	5	-	Vsevolod Igorevich	named character	male	-	-	25	277	295	-	-	eastern_druzhina_foot, eastern_skirmishers, eastern_skirmishers, kiev_peasant_spearmen, kiev_peasant_spearmen, kiev_peasant_spearmen, eastern_archers, eastern_archers, european_mounted_sergeants, kypchak_light_cav, kypchak_light_cav, khazar_horse_archers
kiev	-	6	-	Yaroslav Ryazanskii	named character	male	-	-	23	356	312	-	-	eastern_druzhina_foot, eastern_city_militia, eastern_city_militia, eastern_city_militia, kypchak_light_cav,  eastern_spearmen, kiev_peasant_spearmen, eastern_archers, eastern_archers
kiev	;Prince of Pereyaslavl	7	-	Rostislav Vsevolodovich	named character	male	-	-	22	309	271	-	-	eastern_druzhina_cav, eastern_city_militia, eastern_city_militia, eastern_city_militia, eastern_horse_archers, eastern_horse_archers, eastern_spearmen, eastern_spearmen, eastern_squires, kiev_archers, eastern_archers, eastern_archers
kiev	-	8	-	Vladimir Vsevolodich	named character	male	-	-	14	303	274	-	-	eastern_druzhina_foot, eastern knights, eastern_city_militia, eastern_city_militia, eastern_city_militia, eastern_druzhina_foot, eastern_horse_archers, eastern_spearmen, kiev_archers, kiev_archers
kiev	-	9	-	Vladimir	character_record	male	dead 65	past_leader	130	-	-	-	-	-
kiev	-	10	-	Rogneda Polotskii	character_record	female	dead 72	never_a_leader	130	-	-	-	-	-
kiev	-	11	-	Izyaslav Polotskii	character_record	male	dead 79	never_a_leader	110	-	-	-	-	-
kiev	-	12	-	Yaroslav	character_record	male	dead 26	past_leader	90	-	-	-	-	-
kiev	-	13	-	Mstislav	character_record	male	dead 79	never_a_leader	89	-	-	-	-	-
kiev	-	14	-	Boris Vladimirovich	character_record	male	dead 62	never_a_leader	88	-	-	-	-	-
kiev	-	15	-	Svyatoslava	character_record	female	dead 51	never_a_leader	110	-	-	-	-	-
kiev	-	16	-	Bryachislav Polotskii	character_record	male	dead 36	never_a_leader	85	-	-	-	-	-
kiev	-	17	-	Ingegerd Olofsdotter	character_record	female	dead 30	never_a_leader	90	-	-	-	-	-
kiev	-	18	-	Iziaslav Yaroslavich	character_record	male	dead 2	never_a_leader	65	-	-	-	-	-
kiev	-	19	-	Sviatoslav Iaroslavich	character_record	male	dead 4	never_a_leader	64	-	-	-	-	-
kiev	-	20	-	Igor Yaroslavich	character_record	male	dead 21	never_a_leader	45	-	-	-	-	-
kiev	-	21	-	Ekaterina	character_record	female	dead 34	never_a_leader	79	-	-	-	-	-
kiev	-	22	-	Vseslav Polotskii	character_record	male	off_map	never_a_leader	41	-	-	-	-	-
kiev	-	23	-	Gertrude	character_record	female	alive	never_a_leader	60	-	-	-	-	-
kiev	-	24	-	Sviatopolk	character_record	male	off_map	never_a_leader	35	-	-	-	-	-
kiev	-	25	-	Oda	character_record	female	alive	never_a_leader	54	-	-	-	-	-
kiev	-	26	-	Gleb Svyatoslavich	character_record	male	dead 2	never_a_leader	31	-	-	-	-	-
kiev	-	27	-	Davyd Sviatoslavich	character_record	male	off_map	never_a_leader	26	-	-	-	-	-
kiev	-	28	-	Oleg Svyatoslavich	character_record	male	off_map	never_a_leader	25	-	-	-	-	-
kiev	-	29	-	Dushana	character_record	female	alive	never_a_leader	36	-	-	-	-	-
kiev	-	30	-	Eupraxia Kievskii	character_record	female	alive	never_a_leader	9	-	-	-	-	-
kiev	-	31	-	Evfrosinia	character_record	female	alive	never_a_leader	47	-	-	-	-	-
kiev	-	32	-	Ksenia	character_record	female	alive	never_a_leader	48	-	-	-	-	-
kiev	-	33	-	Roman	character_record	male	off_map	never_a_leader	24	-	-	-	-	-
kiev	-	34	-	Gleb	character_record	male	off_map	never_a_leader	23	-	-	-	-	-
kiev	-	35	-	Boris	character_record	male	off_map	never_a_leader	22	-	-	-	-	-
kiev	-	36	-	Sviatoslav	character_record	male	off_map	never_a_leader	18	-	-	-	-	-
kiev	-	37	-	Feofania	character_record	female	alive	never_a_leader	28	-	-	-	-	-
kiev	-	38	-	Vsevolod	character_record	male	alive	never_a_leader	2	-	-	-	-	-
kiev	-	39	-	Igor	character_record	male	alive	never_a_leader	1	-	-	-	-	-
kiev	-	40	-	Gytha	character_record	female	alive	never_a_leader	22	-	-	-	-	-
kiev	-	41	-	Mstislav_i Vladimirovich	character_record	male	off_map	never_a_leader	4	-	-	-	-	-
kiev	-	42	-	Svyatoslav Vladimirovich	character_record	male	alive	never_a_leader	2	-	-	-	-	-
kiev	-	43	-	Yaropolk Vladimirovich	character_record	male	alive	current_heir	1	-	-	-	-	-
kiev	-	44	-	Viacheslav Vladimirovich	character_record	male	alive	never_a_leader	0	-	-	-	-	-
kiev	-	45	-	Heinrich	character_record	male	off_map	never_a_leader	30	-	-	-	-	-
lithuania	-	1	-	Palemon	named character	male	-	-	46	270	311	-	-	lithuanian_cavalry
lithuania	-	2	-	Borkus	named character	male	-	-	22	260	317	-	-	lithuanian_cavalry
lithuania	-	3	-	Kunos	named character	male	-	-	17	273	308	-	-	lithuanian_cavalry
lithuania	-	4	-	Spera	named character	male	-	-	12	269	314	-	-	lithuanian_cavalry
lithuania	-	5	-	Danguole	character_record	female	alive	never_a_leader	44	-	-	-	-	-
milan	-	1	-	Fulco	named character	male, leader	-	-	45	183	232	-	-	communes_merchant_cav, communes_infantry, communes_infantry, communes_archers, communes_merchant_cav, communes_irregulars, communes_standard, italian_archers, european_spearmen, italian_levies, italian_levies
milan	;; Margrave of Susa 	2	-	Federico di_Susa	named character	male	-	-	22	173	228	-	-	communes_merchant_cav, communes_infantry, communes_infantry, communes_archers, communes_archers, communes_merchant_cav, Scutiferi, communes_irregulars, communes_standard, communes_standard, italian_archers, italian_archers, european_spearmen
milan	; Savona (Turin)	3	-	Boniface_i del_Vasto	named character	male	-	-	20	180	223	-	-	feudal_retinue, italian_levies, communes_archers, communes_merchant_cav, communes_merchant_cav, communes_infantry
milan	;Count of Savoy, the fat	4	-	Umberto	named character	male	-	-	15	182	223	-	-	ct_heavy_cav
milan	;Marchese del Vasto, Marquis of Liguria	5	-	Otto_iii di_Vasto	named character	male	-	-	45	181	223	-	-	ct_heavy_cav, communes_mounted_sergeants
milan	;;eastern Ligura	6	-	Teuttone	named character	male	-	-	40	186	222	-	-	feudal_retinue, italian_levies, italian_levies, communes_standard, italian_archers
milan	-	7	-	Berengar	character_record	male	dead 114	past_leader	170	-	-	-	-	-
milan	-	8	-	Cristina	character_record	female	dead 110	never_a_leader	170	-	-	-	-	-
milan	-	9	-	Oberto Obizzo	character_record	male	dead 105	never_a_leader	150	-	-	-	-	-
milan	-	10	-	Aleram	character_record	male	dead 89	never_a_leader	149	-	-	-	-	-
milan	-	11	-	Arduin Glaber	character_record	male	dead 103	never_a_leader	148	-	-	-	-	-
milan	-	12	-	Giulia	character_record	female	dead 91	never_a_leader	150	-	-	-	-	-
milan	-	13	-	Oberto_i	character_record	male	dead 66	never_a_leader	120	-	-	-	-	-
milan	-	14	-	Adelaide_iiii	character_record	female	dead 79	never_a_leader	149	-	-	-	-	-
milan	-	15	-	William	character_record	male	dead 119	never_a_leader	119	-	-	-	-	-
milan	-	16	-	Otto_iiii	character_record	male	dead 89	never_a_leader	118	-	-	-	-	-
milan	;; Marchese della Liguria	17	-	Anselm della_Liguria	character_record	male	dead 81	never_a_leader	117	-	-	-	-	-
milan	-	18	-	Gisela	character_record	female	dead 99	never_a_leader	148	-	-	-	-	-
milan	-	19	-	Maginfred	character_record	male	dead 80	never_a_leader	118	-	-	-	-	-
milan	-	20	-	Roberta	character_record	female	dead 69	never_a_leader	120	-	-	-	-	-
milan	-	21	-	Alberto Azzo	character_record	male	dead 51	past_leader	100	-	-	-	-	-
milan	-	22	-	Bertha_i	character_record	female	dead 38	never_a_leader	99	-	-	-	-	-
milan	-	23	-	Margherita	character_record	female	dead 70	never_a_leader	118	-	-	-	-	-
milan	-	24	-	William_i	character_record	male	dead 38	never_a_leader	98	-	-	-	-	-
milan	-	25	-	Riprando	character_record	male	dead 32	never_a_leader	97	-	-	-	-	-
