Building	Capability	Capability Requirements
laskar_al_soltan	recruit_pool "muslim_general_retinue"  1   0.3   2  0	factions { moors, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "muslim_heavy_crossbowmen"  1   0.3   2  0	factions { moors, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "sanhaja_nobles"  1   0.3   2  0	factions { moors, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "sanhaja_spearmen"  1   0.3   2  0	factions { moors, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "moorish_heavy_crossbowmen"  1   0.3   2  0	factions { moors, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "bedouin_cavalry"  1   0.3   2  0	factions { seljuks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "caspian_archers"  1   0.3   2  0	factions { seljuks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "caspian_heavy_guard"  1   0.3   2  0	factions { seljuks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "caspian_infantry"  1   0.3   2  0	factions { seljuks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "khwarezmian_cavalry"  1   0.3   2  0	factions { seljuks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "muslim_conscripts"  1   0.3   2  0	factions { seljuks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "muslim_general_companions"  1   0.3   2  0	factions { seljuks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "muslim_general_retinue"  1   0.3   2  0	factions { seljuks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "muslim_heavy_crossbowmen"  1   0.3   2  0	factions { seljuks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "persian_noble_cav"  1   0.3   2  0	factions { seljuks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "persian_peasants"  1   0.3   2  0	factions { seljuks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "persian_pikemen"  1   0.3   2  0	factions { seljuks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "persian_police"  1   0.3   2  0	factions { seljuks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "persian_vigilantes"  1   0.3   2  0	factions { seljuks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "sultan_foot_guard"  1   0.3   2  0	factions { seljuks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "sultan_mounted_guard"  1   0.3   2  0	factions { seljuks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "sultan_palace_guard"  1   0.3   2  0	factions { seljuks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "sunni_light_cav"  1   0.3   2  0	factions { seljuks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "timurid_infantry"  1   0.3   2  0	factions { seljuks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "timurid_levies"  1   0.3   2  0	factions { seljuks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "turcoman_horse_archers"  1   0.3   2  0	factions { seljuks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "turkic_horse_archers"  1   0.3   2  0	factions { seljuks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "turkic_retainers"  1   0.3   2  0	factions { seljuks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "zoroastrian_heavy_archers"  1   0.3   2  0	factions { seljuks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "zoroastrian_knights"  1   0.3   2  0	factions { seljuks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "zoroastrian_missile_cav"  1   0.3   2  0	factions { seljuks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "zoroastrian_night_guard"  1   0.3   2  0	factions { seljuks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "naptha_throwers"  1   0.3   2  0	factions { seljuks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "naptha_throwers"  1   0.3   2  0	factions { seljuks, syria, egypt, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "war_ballista"  1   0.3   2  0	factions { syria, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "bedouin_cavalry"  1   0.3   2  0	factions { syria, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "ayyubid_heavy_infantry"  1   0.3   2  0	factions { syria, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "ayyubid_light_infantry"  1   0.3   2  0	factions { syria, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "bedouin_militia_cav"  1   0.3   2  0	factions { syria, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "caspian_archers"  1   0.3   2  0	factions { syria, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "caspian_heavy_guard"  1   0.3   2  0	factions { syria, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "caspian_infantry"  1   0.3   2  0	factions { syria, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "kurdish_longbowmen"  1   0.3   2  0	factions { syria, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "kurdish_spearmen"  1   0.3   2  0	factions { syria, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "mamluk_elite_cav"  1   0.3   2  0	factions { syria, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "mamluk_guard_cav"  1   0.3   2  0	factions { syria, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "mamluk_horse_archers"  1   0.3   2  0	factions { syria, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "mamluk_light_horse_archers"  1   0.3   2  0	factions { syria, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "mamluks"  1   0.3   2  0	factions { syria, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "muslim_conscripts"  1   0.3   2  0	factions { syria, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "muslim_general_companions"  1   0.3   2  0	factions { syria, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "muslim_general_retinue"  1   0.3   2  0	factions { syria, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "muslim_heavy_crossbowmen"  1   0.3   2  0	factions { syria, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "non_mamluk_cavalry"  1   0.3   2  0	factions { syria, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "sultan_palace_guard"  1   0.3   2  0	factions { syria, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "sunni_light_cav"  1   0.3   2  0	factions { syria, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "syrian_foot_archers"  1   0.3   2  0	factions { syria, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "syrian_infantry"  1   0.3   2  0	factions { syria, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "syrian_militia_archers"  1   0.3   2  0	factions { syria, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "syrian_militia_spearmen"  1   0.3   2  0	factions { syria, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "syrian_peasants"  1   0.3   2  0	factions { syria, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "syrian_skirmishers"  1   0.3   2  0	factions { syria, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "turkish_spearmen"  1   0.3   2  0	factions { turks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "bedouin_cavalry"  1   0.3   2  0	factions { turks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "ghazi_raiders"  1   0.3   2  0	factions { turks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "ghulam_heavy_horse_archers"  1   0.3   2  0	factions { turks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "ghulam_light_horse_archers"  1   0.3   2  0	factions { turks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "kurdish_longbowmen"  1   0.3   2  0	factions { turks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "kurdish_spearmen"  1   0.3   2  0	factions { turks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "muslim_conscripts"  1   0.3   2  0	factions { turks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "muslim_general_companions"  1   0.3   2  0	factions { turks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "muslim_general_retinue"  1   0.3   2  0	factions { turks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "muslim_heavy_crossbowmen"  1   0.3   2  0	factions { turks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "sultan_foot_guard"  1   0.3   2  0	factions { turks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "sultan_mounted_guard"  1   0.3   2  0	factions { turks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "sultan_palace_guard"  1   0.3   2  0	factions { turks, slave, } and event_counter is_player_autonomy 0
laskar_al_soltan	recruit_pool "sunni_light_cav"  1   0.3   2  0	factions { turks, slave, } and event_counter is_player_autonomy 0
Latifondi	law_bonus bonus 4	factions { sicily, slave, }
Latifondi	population_growth_bonus bonus 2	factions { sicily, slave, }
Latifondi	population_health_bonus bonus 2	factions { sicily, slave, }
Latifondi	trade_base_income_bonus bonus 2	factions { sicily, slave, }
Latinikon	law_bonus bonus -1	-
Latinikon	population_growth_bonus bonus 1	-
Latinikon	population_health_bonus bonus -1	-
Latinikon	trade_base_income_bonus bonus 1	-
Latinikon	recruit_pool "genoese_archers"  1   0.3   2  0	factions { all, slave, } and event_counter is_player_autonomy 0
Latinikon	recruit_pool "norman_cavalry"  1   0.3   2  0	factions { all, slave, } and event_counter is_player_autonomy 0
Latinikon	recruit_pool "european_mounted_sergeants"  1   0.3   2  0	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  bohemia, hre, hungary, poland,  egypt, moors, seljuks, syria, turks,  kiev, lithuania, novgorod,  armenia, byzantium, georgia,  slave, } and event_counter is_player_autonomy 0
Latinikon	recruit_pool "european_knights"  1   0.3   2  0	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  hre, byzantium, slave, } and event_counter is_player_autonomy 0
Latinikon	recruit_pool "european_spearmen"  1   0.3   2  0	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  hre, byzantium, slave, } and event_counter is_player_autonomy 0
Latinikon	recruit_pool "communes_large_shields"  1   0.3   2  0	factions { milan, pisa, byzantium, slave, } and event_counter is_player_autonomy 0
Latinikon	recruit_pool "communes_swordsmen"  1   0.3   2  0	factions { milan, pisa, byzantium, slave, } and event_counter is_player_autonomy 0
Latinikon	recruit_pool "pavise_crossbowmen"  1   0.3   2  0	factions { milan, pisa, papal_states, hre, venice, sicily, byzantium, hungary, slave, } and event_counter is_player_autonomy 0
Latinikon	recruit_pool "italian_gunners"  1   0.3   2  0	factions { milan, pisa, venice, hungary, byzantium, slave, } and event_counter is_player_autonomy 0
Latinikon	recruit_pool "italian_colonist_archers"  1   0.3   2  0	factions { pisa, milan, venice, byzantium, slave, } and event_counter is_player_autonomy 0
Latinikon	recruit_pool "venetian_noble_archers"  1   0.3   2  0	factions { venice, byzantium, slave, } and event_counter is_player_autonomy 0
Latinikon	recruit_pool "venetian_albanian_cavalry"  1   0.3   2  0	factions { venice, byzantium, slave, slave, } and event_counter is_player_autonomy 0
Latinikon	recruit_pool "venetian_pike_guards"  1   0.3   2  0	factions { venice, byzantium, slave, slave, } and event_counter is_player_autonomy 0
laukas	law_bonus bonus 4	factions { lithuania, slave, }
laukas	population_growth_bonus bonus 2	factions { lithuania, slave, }
laukas	population_health_bonus bonus 2	factions { lithuania, slave, }
lazarus	law_bonus bonus 1	-
lazarus	recruit_pool "cross" 1   0.3   2  0	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  bohemia, hre, hungary, poland,  armenia, byzantium, georgia,  kiev, lithuania, novgorod,  slave, } and event_counter is_player_autonomy 0
lazarus	recruit_pool "leper_foot_knights"  1   0.3   2  0	factions { papal_states, } and event_counter is_player_autonomy 0
lazarus	recruit_pool "st_lazarus_knights"  1   0.3   2  0	factions { papal_states, france, slave, } and event_counter is_player_autonomy 0
Lazas	happiness_bonus bonus -1	factions { lithuania, slave, }
Lazas	law_bonus bonus 4	factions { lithuania, slave, }
Lazas	population_growth_bonus bonus 2	factions { lithuania, slave, }
Lazas	population_health_bonus bonus 1	factions { lithuania, slave, }
Lazas	retrain_cost_bonus bonus 1	factions { lithuania, slave, }
Leno	happiness_bonus bonus -1	factions { bohemia, slave, }
Leno	law_bonus bonus 1	factions { bohemia, slave, }
Leno	recruit_pool "bohemian_archers"  1   0.3   2  0	factions { bohemia, slave, } and event_counter is_player_autonomy 0
Leno	recruit_pool "bohemian_walkers"  1   0.3   2  0	factions { bohemia, slave, } and event_counter is_player_autonomy 0
Leno	recruit_pool "bohemian_frontier_guards"  1   0.3   2  0	factions { bohemia, slave, } and event_counter is_player_autonomy 0
Leno	recruit_pool "hussite_cavalry"  1   0.3   2  0	factions { bohemia, slave, } and event_counter is_player_autonomy 0
Leno	recruit_pool "hussite_flailmen"  1   0.3   2  0	factions { bohemia, slave, } and event_counter is_player_autonomy 0
Leno	recruit_pool "hussite_halberdiers"  1   0.3   2  0	factions { bohemia, slave, } and event_counter is_player_autonomy 0
Lepunger	recruit_pool "european_serfs"  1   0.3   2  0	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  bohemia, hre, hungary, poland,  slave, } and event_counter is_player_autonomy 0
Lepunger	recruit_pool "european_militia_spearmen"  1   0.3   2  0	factions { denmark, england, france, norway, scotland, sweden,   aragon, milan, pisa, portugal, sicily, spain, venice, papal_states,  hre, hungary, slave, } and event_counter is_player_autonomy 0
Lepunger	happiness_bonus bonus -2	factions { denmark, norway, sweden, slave, }
Lepunger	law_bonus bonus 2	factions { denmark, norway, sweden, slave, }
Lepunger	population_health_bonus bonus -2	factions { denmark, norway, sweden, slave, }
Lepunger	recruit_pool "scandinavian_younger_sons"  1   0.3   2  0	factions { denmark, norway, sweden, slave, } and event_counter is_player_autonomy 0
Libera	law_bonus bonus 2	-
Libera	trade_base_income_bonus bonus -1	-
livonian	law_bonus bonus 1	-
