Shared		Tooltips		Strat		Quotes		Export_Buildings		Expanded	
				SMT_CANNOT_AFFORD_THIS_MERCENARY	You cannot afford to hire this mercenary						
				SMT_ONLY_FAMILY_CAN_RECRUIT_MERCENARIES	Only family members can recruit mercenaries						
				SMT_ASSISTANCE_REQUESTED	Assistance Requested						
				SMT_WHICH_ALLY	Allied Army:						
				SMT_WHICH_ARMY_REQUESTED	Requested assistance from:						
				SMT_ACCEPT_ASSISTANCE_REQUEST	Your ally has requested assistance in a battle. If you accept this request your army will reinforce theirs on the battlefield. Do you wish to accept the request?						
				SMT_ATTACKING_THIS_SETTLEMENT_WILL_BREAK_ALLIANCE	You are currently allied with the faction that owns this settlement. If you attack now then the alliance will be broken and war will be declared. Are you sure you wish to proceed?						
				SMT_ATTACKING_THIS_FORT_WILL_BREAK_ALLIANCE	You are currently allied with the faction that owns this fort. If you attack now then the alliance will be broken and war will be declared. Are you sure you wish to proceed?						
				SMT_ATTACKING_THIS_PORT_WILL_BREAK_ALLIANCE	You are currently allied with the faction that owns this port. If you attack now then the alliance will be broken and war will be declared. Are you sure you wish to proceed?						
				SMT_ATTACKING_THIS_ARMY_WILL_BREAK_ALLIANCE	You are currently allied with the faction that controls this army. If you attack now then the alliance will be broken and war will be declared. Are you sure you wish to proceed?						
				SMT_ATTACKING_THIS_NAVY_WILL_BREAK_ALLIANCE	You are currently allied with the faction that controls this navy. If you attack now then the alliance will be broken and war will be declared. Are you sure you wish to proceed?						
				SMT_CANNOT_ATTACK_ALLY	You cannot attack Rome yet. You do not have enough popular support to take power. 						
				SMT_CONFIRM_ATTACK_ON_ALLY	Attack Ally?						
				SMT_YOUR_FORCES	Your Forces						
				SMT_NONE	None						
				SMT_BALANCE_OF_POWER	Balance of power						
				SMT_ENEMY_FORCES	Enemy Forces						
				SMT_AI_REINFORCEMENT	Allow this army to be controlled by the AI						
				SMT_REINFORCEMENTS	Reinforcements:						
				SMT_BATTLE_DEPLOYMENT	Battle Deployment						
				SMT_YOUR_ARMY_SALLIES_FORTH	You sally forth to meet the foe						
				SMT_ENEMY_SALLIES_FORTH	Your enemy have sallied forth to attack						
				SMT_RIGHT_CLICK_FOR_CHARACTER_INFO	Right click on general's portrait or captain's flag for character information and army breakdown						
				SMT_FIELD_CONSTRUCTION	Field Construction						
				SMT_PROVINCE	Province:						
				SMT_WATCHTOWER_DESCRIPTION	Watchtowers extend your line of sight over enemy territory						
				SMT_FORT_DESCRIPTION	Forts provide a temporary defence for armies on the move and can be used to defend strategic positions 						
				SMT_CANNOT_TRANSFER_GENERALS_UNIT	This unit is the general's bodyguard and cannot be transferred						
				SMT_FAMOUS_BATTLE_SITE	Site of famous battle						
				SMT_BATTLE_YEAR	Year						
				SMT_VICTOR	Victor						
				SMT_LOSER	Loser						
				SMT_GAMES_FREQUENCY_YEARLY	Yearly Games						
				SMT_GAMES_FREQUENCY_MONTHLY	Monthly Games						
				SMT_GAMES_FREQUENCY_DAILY	Daily Games						
				SMT_RACES_FREQUENCY_YEARLY	Yearly Races						
				SMT_RACES_FREQUENCY_MONTHLY	Monthly Races						
				SMT_RACES_FREQUENCY_DAILY	Daily Races						
				SMT_GAMES_AND_RACES_FREQUENCY_YEARLY	Yearly Games & Races						
				SMT_GAMES_AND_RACES_FREQUENCY_MONTHLY	Monthly Games & Races						
				SMT_GAMES_AND_RACES_FREQUENCY_DAILY	Daily Games & Races						
				SMT_SHOW_SETTLEMENT_STATS	Show settlement details						
				SMT_AUTOMANAGE	Auto-manage						
				SMT_SETTLEMENT_STATISTICS	Settlement Details						
				SMT_PUBLIC_ORDER	Public Order						
				SMT_POPULATION_GROWTH	Population Growth						
				SMT_SET_POLICIES	Set Policies						
				SMT_POPULATION_REQUIRED	Population required for next level of settlement:						
				SMT_CONSTRUCTION_TIME	Construction Time						
				SMT_CONSTRUCTION_COST	Construction Cost						
				SMT_ANCILLARIES	Retinue						
				SMT_TRAITS	Traits						
				SMT_RECRUITMENT_OPTIONS	Recruitment Options						
				SMT_MEN_IN_GARRISON	Men in Garrison						
				SMT_MEN_IN_ARMY	Men in Army						
				SMT_SELECTED_MERCENARIES	Selected Mercenaries (Total cost: %d)						
				SMT_SHOW_FACTION_RANKINGS	Show faction rankings scroll						
				SMT_FACTION_RANKINGS	Faction Ranking						
				SMT_RANKING_SCORE	Overall Ranking						
				SMT_RANKING_MILITARY	Military Ranking						
				SMT_RANKING_PRODUCTION	Production Ranking						
				SMT_RANKING_REGIONS	Territorial Ranking						
				SMT_RANKING_FINANCIAL	Financial Ranking						
				SMT_RANKING_POPULATION	Population Ranking						
				SMT_FACTION_FILTER	Faction Filter						
				SMT_OWN_FACTION	Own Faction						
				SMT_ALL_FACTIONS	All Factions						
				SMT_TOP_5_FACTIONS	Top 5 Factions						
				SMT_CUSTOM_SELECTION	Custom Selection						
				SMT_FILTER_NEIGHBOURS	Neighbouring Factions						
				SMT_TURNS	Turns						
				SMT_VICTORY	VICTORY!						
				SMT_DEFEAT	Victory Conditions Failed						
				SMT_VICTORY_BODY	You have won this game! All your people celebrate this victory! Would you like to continue and gain even greater glory?						
				SMT_DEFEAT_BODY	The medieval era has come to an end, and despite the considerable achievements of your people over the centuries, they have failed to conquer the known world as their noble ancestors had once sworn they would achieve.						
				SMT_DEFEAT_GAME_OVER	Your faction has been conquered, bringing your people's legacy to an untimely end. As a defeated people, you can only hope that those who have bested you choose to chronicle your achievements accurately, rather than lay claim to them as just another part of their own history.						
				SMT_CONTINUE_CAMPAIGN	Continue Playing?						
				SMT_EXIT_CAMPAIGN	Return to Main Menu						
				SMT_CAPTURED_SETTLEMENT	Captured Settlement						
				SMT_OCCUPATION_OPTIONS	Occupation Options						
				SMT_DENARI_GAINED_FROM_LOOTING	Florins gained from looting:						
				SMT_POPULATION_KILLED	Population to be massacred:						
				SMT_LOOT_SETTLEMENT	Just walk in						
				SMT_SACK_SETTLEMENT	Bang a few heads						
				SMT_EXTERMINATE	Let them have it!						
				SMT_SETTLEMENT_LOOT_BODY_STRING	This settlement has fallen to the might of your army. Victory is yours and the fate of the settlement lies in your hands!						
				SMT_BUILDINGS_NEEDING_REPAIR	Buildings Needing Repair						
				SMT_SHOW_NEW_BUILDINGS	Show constructible buildings						
				SMT_SHOW_REPAIRABLE_BUILDINGS	Show buildings in need of repair						
				SMT_REPAIR_TIME	Repair Time:						
				SMT_REPAIR_COST	Repair Cost:						
				SMT_BUILD_POINTS	Build Points:						
				SMT_ALWAYS_SHOW_ADVANCED_STATS	Always show settlement details						
				SMT_ADVANCED_STATS	Settlement Details						
				SMT_SHOW_TECH_TREE	Show building browser						
				SMT_BUILDING_BROWSER	Building Browser						
				SMT_STATE_ICON_FARMING_LEVEL	Base farming level (varies from region to region)						
				SMT_STATE_ICON_FARMS_BUILT	Farm upgrades built						
				SMT_STATE_ICON_HEALTH	Health						
				SMT_STATE_ICON_BUILDINGS	Buildings						
				SMT_STATE_ICON_TAX_RATE_BONUS	Tax rate bonus						
				SMT_STATE_ICON_SQUALOUR	Squalor						
				SMT_STATE_ICON_TAX_RATE_PENALTY	Tax rate penalty						
				SMT_STATE_ICON_GARRISON	Garrison						
				SMT_STATE_ICON_BUILDINGS_LAW	Law						
				SMT_STATE_ICON_BUILDINGS_FUN	Buildings of entertainment, fun, culture and the maintenance of good order						
				SMT_STATE_ICON_GOVERNORS_INFLUENCE	Governor's influence						
				SMT_STATE_ICON_TAX_BONUS	Tax bonus						
				SMT_STATE_ICON_TRIUMPH	Triumph						
				SMT_STATE_ICON_BOOM	Population boom						
				SMT_STATE_ICON_DISTANCE_TO_CAPITAL	Distance to capital						
				SMT_STATE_ICON_NO_GOVERNANCE	No governance						
				SMT_STATE_ICON_TAX_PENALTY	Tax penalty						
				SMT_STATE_ICON_TURMOIL	Unrest						
				SMT_STATE_ICON_BESIEGED	Besieged						
				SMT_STATE_ICON_BLOCKADED	Blockaded						
				SMT_STATE_ICON_ENTERTAINED	Entertainment						
				SMT_STATE_ICON_FARMS	Farms						
				SMT_STATE_ICON_TAXES	Taxes						
				SMT_STATE_ICON_RESOURCES	Mining						
				SMT_STATE_ICON_TRADE	Trade						
				SMT_STATE_ICON_DIPLOMATIC_INCOME	Diplomatic income						
				SMT_STATE_ICON_DEMOLITION	Demolition						
				SMT_STATE_ICON_LOOTING	Looting						
				SMT_STATE_ICON_ADMIN	Admin						
				SMT_STATE_ICON_WAGES	The salaries for your generals and agents are divided up according to settlement size, and this is the amount paid from here.						
				SMT_STATE_ICON_UPKEEP	Upkeep						
				SMT_STATE_ICON_CONSTRUCTION	Construction						
				SMT_STATE_ICON_RECRUITMENT	Recruitment						
				SMT_STATE_ICON_DIPLOMATIC_OUTGOINGS	Diplomatic outgoings						
				SMT_STATE_ICON_CORRUPTION	Corruption						
				SMT_TECH_TREE_THREAD_ALREADY_BUILT	This has been constructed						
				SMT_TECH_TREE_THREAD_AVAILABLE_TO_BUILD	This item is available to construct						
				SMT_TECH_TREE_THREAD_NOT_AVAILABLE_TO_BUILD	It is not possible to build this item yet						
				SMT_NO_MISSIONS	There are currently no missions						
				SMT_TURNS_UNTIL_SURRENDER	Under Siege. Turns until surrender:						
				SMT_NO_ASSASSINATION_TARGETS	No valid assassination targets						
				SMT_NO_SABOTAGE_TARGETS	No buildings to sabotage						
				SMT_MISSION_TARGET	Select Mission Target						
				SMT_SIEGE_DURATION_WHILST_UNDER_SIEGE	This settlement can hold out for another %d turn(s)						
				SMT_SIEGE_DURATION_WHILST_NOT_UNDER_SIEGE	In the event of a siege, this settlement can hold out for %d turns						
				SMT_GARRISON_BREAKDOWN	Garrison Breakdown						
				SMT_NAVY_BREAKDOWN	Navy Breakdown						
				SMT_INFANTRY	Infantry						
				SMT_CAVALRY	Cavalry						
				SMT_ARTILLERY	Artillery						
				SMT_SHIPS	Ships						
				SMT_ARMY_FULL	This army cannot support any more units						
				SMT_NAVY_FULL	This navy cannot support any more units						
				SMT_NO_GARRISON_COMMANDER	No garrison commander present						
				SMT_SAILORS	Sailors						
				SMT_CAPABILITY_POPULATION_GROWTH_BONUS	Population growth bonus:						
				SMT_CAPABILITY_POPULATION_LOYALTY_BONUS	Public order bonus:						
				SMT_CAPABILITY_POPULATION_HEALTH_BONUS	Public health bonus:						
				SMT_CAPABILITY_TRADE_BASE_INCOME_BONUS	Increase in tradeable goods						
				SMT_CAPABILITY_TRADE_LEVEL_BONUS	Increase in trade						
				SMT_CAPABILITY_TRADE_FLEET	Trade fleets available:						
				SMT_CAPABILITY_TAXABLE_INCOME_BONUS	Tax income bonus:						
				SMT_CAPABILITY_MINE_RESOURCE	Income from mining:						
				SMT_CAPABILITY_FARMING_LEVEL	Improved farms and food production						
				SMT_CAPABILITY_ROAD_LEVEL	Improved roads and trade						
				SMT_CAPABILITY_GATE_STRENGTH	Improved gate strength						
				SMT_CAPABILITY_GATE_DEFENSES	Boiling Oil						
				SMT_CAPABILITY_TOWER_LEVEL	Extra wall defences						
				SMT_CAPABILITY_ARMOUR	Upgrades armour: 						
				SMT_CAPABILITY_STAGE_GAMES	Allows gladiatorial games to be held						
				SMT_CAPABILITY_STAGE_RACES	Allows races to be held						
				SMT_CAPABILITY_POPULATION_FIRE_RISK_BONUS	Reduced risk of fire						
				SMT_CAPABILITY_WEAPON_MELEE_SIMPLE	Capable of upgrading crude weapons						
				SMT_CAPABILITY_WEAPON_MELEE_BLADE	Capable of upgrading melee weapons						
				SMT_CAPABILITY_WEAPON_MISSILE_MECHANICAL	Capable of upgrading missile weapons						
				SMT_CAPABILITY_WEAPON_MISSILE_GUNPOWDER	Capable of upgrading firearms						
				SMT_CAPABILITY_WEAPON_ARTILLERY_MECHANICAL	Capable of upgrading siege engines						
				SMT_CAPABILITY_WEAPON_ARTILLERY_GUNPOWDER	Capable of upgrading cannons						
				SMT_CAPABILITY_WEAPON_NAVAL_GUNPOWDER	Capable of upgrading ship's cannons						
				SMT_CAPABILITY_BODYGUARD	Improved generals' bodyguards						
				SMT_CAPABILITY_RECRUITS_MORALE_BONUS	Morale bonus to troops trained here:						
				SMT_CAPABILITY_RECRUITS_EXPERIENCE_BONUS	Experience bonus to troops trained here:						
				SMT_CAPABILITY_HAPPINESS_BONUS	Public order bonus due to happiness:						
				SMT_CAPABILITY_LAW_BONUS	Public order bonus due to law:						
				SMT_CAPABILITY_CONSTRUCTION_COST_BONUS_MILITARY	DO NOT TRANSLATE << THIS TEXT SHOULDN'T BE DISPLAYED >>						
				SMT_CAPABILITY_CONSTRUCTION_COST_BONUS_RELIGIOUS	DO NOT TRANSLATE << THIS TEXT SHOULDN'T BE DISPLAYED >>						
				SMT_CAPABILITY_CONSTRUCTION_COST_BONUS_DEFENSIVE	DO NOT TRANSLATE << THIS TEXT SHOULDN'T BE DISPLAYED >>						
				SMT_CAPABILITY_CONSTRUCTION_COST_BONUS_OTHER	DO NOT TRANSLATE << THIS TEXT SHOULDN'T BE DISPLAYED >>						
				SMT_CAPABILITY_CONSTRUCTION_TIME_BONUS_MILITARY	DO NOT TRANSLATE << THIS TEXT SHOULDN'T BE DISPLAYED >>						
				SMT_CAPABILITY_CONSTRUCTION_TIME_BONUS_RELIGIOUS	DO NOT TRANSLATE << THIS TEXT SHOULDN'T BE DISPLAYED >>						
				SMT_CAPABILITY_CONSTRUCTION_TIME_BONUS_DEFENSIVE	DO NOT TRANSLATE << THIS TEXT SHOULDN'T BE DISPLAYED >>						
				SMT_CAPABILITY_CONSTRUCTION_TIME_BONUS_OTHER	DO NOT TRANSLATE << THIS TEXT SHOULDN'T BE DISPLAYED >>						
				SMT_CAPABILITY_ARCHER_EXP_BONUS	Experience bonus for archers recruited: 						
				SMT_CAPABILITY_CAVALRY_EXP_BONUS	Experience bonus for cavalry recruited: 						
				SMT_CAPABILITY_HEAVY_CAVALRY_EXP_BONUS	Experience bonus for knights recruited: 						
				SMT_CAPABILITY_GUN_EXP_BONUS	Experience bonus for gunpowder troops recruited: 						
				SMT_CAPABILITY_NAVY_EXP_BONUS	Experience bonus for ships with cannons recruited: 						
				SMT_CAPABILITY_RECRUITS_COST_BONUS_NAVAL	Naval recruitment cost reduced by						
				SMT_CAPABILITY_RETRAIN_COST_BONUS	Retraining costs reduced by 						
				SMT_CAPABILITY_WEAPON_PROJECTILE	Capable of upgrading all artillery and gunpowder weapons						
				SMT_CAPABILITY_INCOME_BONUS	Income bonus:						
				SMT_CAPS_LOC_MAX_POOL	(Max Available: %d)						
				SMT_CAPS_LOC_TRAINS_EXPERIENCE	Experience						
				SMT_CAPS_LOC_TRAINS	Enables training of:						
				SMT_CAPS_LOC_TRAINS_BONUS	Training bonus						
				SMT_CAPS_LOC_RECRUITS_LEVEL	Level						
				SMT_CAPS_LOC_RECRUITS	Enables recruitment of:						
				SMT_CAPS_LOC_RECRUITS_BONUS	Recruit bonus						
				SMT_CAPS_LOC_PROVIDES	Provides:						
				SMT_CAPS_LOC_PROVIDES_BONUS	Provides bonus						
				SMT_CAPS_LOC_REQUIRES	Requires:						
				SMT_CAPS_LOC_CONDITION_NOT	not						
				SMT_CAPS_LOC_CONDITION_AND	and						
				SMT_CAPS_LOC_CONDITION_OR	or						
				SMT_CAPS_LOC_CONDITION_BUILDING_PRESENT_MIN_LEVEL	or above						
				SMT_CAPS_LOC_CONDITION_CAPABILITY_VALUE	or above						
				SMT_CAPS_GLOBAL	(Global effect)						
				SMT_AUTOMANAGE_SETTLEMENT	Auto-manage this settlement						
				SMT_CANNOT_RECRUIT_WHILST_IN_BATTLE	It isn't possible to recruit when a battle has been instigated						
				SMT_VICTORY_CONDITION_LAND_OWNER_TITLE	Domination:						
				SMT_VICTORY_CONDITION_LAND_OWNER_DESCR	Capture %d more regions						
				SMT_VICTORY_CONDITION_TYCOON_TITLE	Tycoon:						
				SMT_VICTORY_CONDITION_TYCOON_DESCR	Build your empire up such that %d florins is generated per turn						
				SMT_VICTORY_CONDITION_TIME_LIMIT_TITLE	Timed:						
				SMT_VICTORY_CONDITION_TIME_LIMIT_DESCR	Become the most powerful faction in %d turns						
				SMT_VICTORY_CONDITION_OUTLIVE_FACTIONS_TITLE	Survivor:						
				SMT_VICTORY_CONDITION_OUTLIVE_FACTIONS_DESCR	Hold %d provinces and destroy or outlast the following faction (or factions):						
				SMT_CAMPAIGN_VICTORY_CONDITIONS	Victory Condition						
				SMT_CAMPAIGN_VICTORY_CONDITIONS_COMPLETE	Completed						
				SMT_CAPABILITY_WEAPON_SIMPLE	Upgrades light weapons:						
				SMT_CAPABILITY_WEAPON_MISSILE	Upgrades missile weapons:						
				SMT_CAPABILITY_WEAPON_BLADED	Upgrades heavy weapons:						
				SMT_CAPABILITY_WEAPON_SIEGE	Upgrades siege weapons:						
				SMT_CAPABILITY_WEAPON_OTHER	DO NOT TRANSLATE << THIS TEXT SHOULDN'T BE DISPLAYED >>						
				SMT_CAPABILITY_CONSTRUCTION_COST_BONUS_WOODEN	DO NOT TRANSLATE << THIS TEXT SHOULDN'T BE DISPLAYED >>						
				SMT_CAPABILITY_CONSTRUCTION_COST_BONUS_STONE	DO NOT TRANSLATE << THIS TEXT SHOULDN'T BE DISPLAYED >>						
				SMT_CAPABILITY_CONSTRUCTION_TIME_BONUS_WOODEN	DO NOT TRANSLATE << THIS TEXT SHOULDN'T BE DISPLAYED >>						
				SMT_CAPABILITY_CONSTRUCTION_TIME_BONUS_STONE	DO NOT TRANSLATE << THIS TEXT SHOULDN'T BE DISPLAYED >>						
				SMT_ENEMY_AMBUSH_FAILED	Their attempt to surprise you failed, you will have time to prepare for battle						
				SMT_ENEMY_AMBUSH_SUCCESS	You were taken completely by surprise and will have no time to prepare for the attack						
				SMT_YOUR_AMBUSH_FAILED	The ambush was a failure, the enemy will have time to prepare for battle						
				SMT_YOUR_AMBUSH_SUCCESS	The enemy knew nothing of the attack and will have no time to prepare						
				SMT_NO_UNITS_IN_NAVY	There are no units in this fleet						
				SMT_NO_UNITS_IN_ARMY	There are no units in this army						
				SMT_NO_CHARACTERS_WITH_NAVY	There are no characters travelling with this navy						
				SMT_NO_CHARACTERS_WITH_ARMY	There are no characters travelling with this army						
				SMT_NO_UNITS_TRANSPORTED	There are no units being transported with this navy						
				SMT_NO_UNITS_IN_GARRISON	There are no units garrisoned here						
				SMT_NO_BUILDINGS_IN_SETTLEMENT	There are no buildings here						
				SMT_NO_VISITORS_IN_SETTLEMENT	This settlement has no visitors						
				SMT_NO_VISITORS_IN_FORT	This fort has no visitors						
				SMT_STATE_ICON_UNIT_RECRUITS	Population drafted						
				SMT_LAND_IMPORTS	Land Trade (Imports and Exports)						
				SMT_DIED	Died peacefully:						
				SMT_NO_BUILDING_IN_NEED_OF_REPAIR	No buildings need repairing.						
				SMT_NO_UNITS_NEED_RETRAINING	No units can be retrained.						
				SMT_SHOW_VISITORS_FORT	Show visiting characters in this fort						
				SMT_DECLINE_MISSION	Decline Mission						
				SMT_SELECT_UNIT_TO_REPAIR	Select unit to retrain						
				SMT_CANNOT_SET_NAVAL_RALLY_POINT_WITH_NO_PORT	Cannot set a naval rally point when the selected settlement has no port buildings						
				SMT_DIED_IN_BATTLE_TITLE	Death in battle						
				SMT_DIED_IN_BATTLE_DESCRIPTION	This man has died in battle and gone to join our illustrious ancestors in the afterlife.						
				SMT_BREAK_SIEGE_CONFIRMATION	This army is currently laying siege. Moving it away will automatically lift the siege. Are you sure you would like to do this?						
				SMT_BREAK_SIEGE_TITLE	Lift Siege?						
				SMT_NO_MORE_OFFERS_ALLOWED	No more offers allowed						
				SMT_NO_MORE_DEMANDS_ALLOWED	No more demands allowed						
				SMT_UNITS	Units						
				SMT_SIEGE_EQUIPMENT	Siege Equipment						
				SMT_STOIC_PHILOSOPHY_BODY	Ariston of Chios begins his teaching of the Stoic way of life. This philosophy derives its name from the porch of the Athenian Agora (stoa poikilê). It is here that Stoics first met and propounded their ideas: that emotions like envy or passion arise from false judgements. A person who has attained moral and intellectual perfection will avoid these feelings.						
				SMT_EARTHQUAKE_IN_IBERIA_TITLE	Earthquake in Spain						
				SMT_EARTHQUAKE_IN_IBERIA_BODY	The Spanish city of Saguntum has been struck by a great earthquake, undoubtedly visited upon the people by Neptune. Many have been killed and the temple has collapsed.						
				SMT_SET_AS_CAPITAL	Set this settlement to be the faction's capital						
				SMT_ATTACKING_THIS_CHARACTER_WILL_BREAK_ALLIANCE	You are currently allied with this characters faction. If you attack now then the alliance will be broken and war will be declared. Are you sure you wish to proceed?						
