Name	DotS Type	In-Game Name	Description	Effects Description	Title Type	Transferable ?	Ancillary Image	Exclude Bearers of These Ancillaries	Exclude These Cultures	Title Class (1-6) Q is special	Effects (separated by comma)
Lord_of_the_Manor_of_Westminster	-	Lord of the Manor of Westminster	Lord of the Manor of Westminster	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Lord_of_the_Manor_of_Westminster.tga	-	-	QMY	Loyalty +2, TaxCollection +25, Law +1, Construction -1, Farming +1
Lord_of_the_Mountains	-	Princeps de Montibus	Ruler of the Cilician Armenians, Prince of the Mountains	PLACEHOLDER EFFECTS DESCRIPTION	Security	0	Lord_of_the_Mountains.tga	-	-	4	Authority +2, TrainingUnits -2, Construction -2, BattleSurgery +2, TroopMorale +2
Lord_Warden_of_the_Cinque_Ports	-	Lord Warden of the Cinque Ports	Officer of the Realm of England for the 5 ports of the English Channel: Hastings, New Romney, Hythe, Dover and Sandwich.	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Lord_Warden_of_the_Cinque_Ports.tga	-	-	QJ	Loyalty +1, Farming +1, TaxCollection +25, Law +2, Unrest -2
Lord_Warden_of_the_Marches	-	Lord Warden of the Marches	Officer of the Realm of England for the borderlands.	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Lord_Warden_of_the_Marches.tga	-	-	QMR	Authority +1, MovementPoints +30, Command +2, TrainingUnits -2, BattleSurgery +2
Maghreb_Chamberlain	-	Hajib	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Maghreb_Chamberlain.tga	-	-	QC	 MovementPoints -100, Loyalty +1, Farming +2, TaxCollection +50, Law +2
Mamluk_father_of_soldiers_egypt	-	Atabak al'asakir	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Mamluk_father_of_soldiers.tga	-	-	QMR	Authority +1, MovementPoints +30, Command +2, TrainingUnits -2, BattleSurgery +2
Mamluk_father_of_soldiers_syria	-	Atabak al'asakir	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Mamluk_father_of_soldiers.tga	-	-	QMR	Authority +1, MovementPoints +30, Command +2, TrainingUnits -2, BattleSurgery +2
Mamluk_foodtaster_egypt	-	Jashnkir	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Mamluk_Food_Taster.tga	-	-	QS	Loyalty +2, TaxCollection +25, Law +1, TroopMorale +1, TrainingUnits -1
Mamluk_foodtaster_syria	-	Jashnkir	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Mamluk_Food_Taster.tga	-	-	QS	Loyalty +2, TaxCollection +25, Law +1, TroopMorale +1, TrainingUnits -1
Mamluk_Lord_of_the_Halqa_egypt	-	Dawadar alkabir	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Mamluk_Lord_of_the_Halqa.tga	-	-	QMR	Authority +1, MovementPoints +30, Command +2, TrainingUnits -2, BattleSurgery +2
Mamluk_Lord_of_the_Halqa_syria	-	Dawadar alkabir	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Mamluk_Lord_of_the_Halqa.tga	-	-	QMR	Authority +1, MovementPoints +30, Command +2, TrainingUnits -2, BattleSurgery +2
Mamluk_master_of_arms_egypt	-	Amir silah	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Mamluk_master_of_arms.tga	-	-	QS	Loyalty +2, TaxCollection +25, Law +1, TroopMorale +1, TrainingUnits -1
Mamluk_master_of_arms_syria	-	Amir silah	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Mamluk_master_of_arms.tga	-	-	QS	Loyalty +2, TaxCollection +25, Law +1, TroopMorale +1, TrainingUnits -1
Mamluk_Paymaster_egypt	-	Ustadar	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Mamluk_Paymaster.tga	-	-	QS	Loyalty +2, TaxCollection +25, Law +1, TroopMorale +1, TrainingUnits -1
Mamluk_Paymaster_syria	-	Ustadar	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Mamluk_Paymaster.tga	-	-	QS	Loyalty +2, TaxCollection +25, Law +1, TroopMorale +1, TrainingUnits -1
Mamluk_Sultans_accountant_egypt	-	Khawanja	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Mamluk_Sultans_Accountant.tga	-	-	QC	 MovementPoints -100, Loyalty +1, Farming +2, TaxCollection +50, Law +2
Mamluk_Sultans_accountant_syria	-	Khawanja	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Mamluk_Sultans_Accountant.tga	-	-	QC	 MovementPoints -100, Loyalty +1, Farming +2, TaxCollection +50, Law +2
Marcher_Lord	-	Marcher Lord 	An English Lord of the Borderlands, a chosen general to govern and defend England from its Celtic enemies.	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Marcher_Lord.tga	-	-	QML	MovementPoints +15, Loyalty +1, Command +1, TrainingUnits -1, BattleSurgery +1
Margraf_von_Brandenburg	-	Markgraf von Brandenburg	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Entertainment	0	Markgraf_von_Brandenburg.tga	-	-	4	Authority +2, TrainingUnits -2, Construction -2, BattleSurgery +2, TroopMorale +2
Margrave_Istria	Title	Markgraf von Istrien	PLACEHOLDER DESCRIPTION	PSF title to be implemented	Politics	0	Admiral_of_France.tga	-	-	n/a	Authority +1, TroopMorale +1, Law +2, TaxCollection -25, Farming +1
Margrave_of_Moravia	-	Markrabe moravsky	Lord of Moravian appanage fiefs.	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Margrave_of_Moravia.tga	-	-	4	Authority +2, TrainingUnits -2, Construction -2, BattleSurgery +2, TroopMorale +2
Margrave_of_Provence	-	Marchio Provinciæ	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Count_of_Barcelona.tga	-	-	2	Authority +1, TroopMorale +1, Law +2, TaxCollection -25, Farming +1
Margrave_Styria	Title	Markgraf der Steiermark	PLACEHOLDER DESCRIPTION	PSF title to be implemented	Politics	0	Admiral_of_France.tga	-	-	n/a	Authority +1, TroopMorale +1, Law +2, TaxCollection -25, Farming +1
Marshall_of_France	-	Maréchal de France	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Marshall_of_France.tga	-	-	QMR	Authority +1, MovementPoints +30, Command +2, TrainingUnits -2, BattleSurgery +2
Marshall_of_Portugal	-	Marechal de Portugal	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Marshall_of_Portugal.tga	-	-	QMR	Authority +1, MovementPoints +30, Command +2, TrainingUnits -2, BattleSurgery +2
Marshall_of_the_Sejm	-	Marszałek Sejmu	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Marshall_of_the_Sejm.tga	-	-	QMR	Authority +1, MovementPoints +30, Command +2, TrainingUnits -2, BattleSurgery +2
Master_of_Alcantara	-	Magister generalis de Alcantara	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Master_of_Alcantara.tga	-	-	QOM	Authority +1, TaxCollection -30, MovementPoints +20, Command +1, BattleSurgery +2
Master_of_Calatrava	-	Magister generalis de Calatrava	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Master_of_Calatrava.tga	-	-	QOM	Authority +1, TaxCollection -30, MovementPoints +20, Command +1, BattleSurgery +2
Master_of_Ceuta	-	Senhor de Ceuta 	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Pet	0	Master_of_Ceuta.tga	-	-	1	TroopMorale +1, Loyalty +2, TaxCollection +25, Law +1, Charm +1
Master_of_Montesa	-	Magister generalis de Montesa	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Master_of_Montesa.tga	-	-	QOM	Authority +1, TaxCollection -30, MovementPoints +20, Command +1, BattleSurgery +2
Master_of_Saint_James_of_Altopascio	-	Signore d'Altopascio	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Master_of_Saint_James_of_Altopascio.tga	-	-	QOM	Authority +1, TaxCollection -30, MovementPoints +20, Command +1, BattleSurgery +2
Master_of_st_Jordi	-	Magister generalis de St Jordi d'Alfama	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Master_of_St_Jordi.tga	-	-	QOM	Authority +1, TaxCollection -30, MovementPoints +20, Command +1, BattleSurgery +2
Master_of_the_Teutonic_order	-	Landmeister	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Master_of_the_Teutonic_Order.tga	-	-	QOM	Authority +1, TaxCollection -30, MovementPoints +20, Command +1, BattleSurgery +2
Mayor_of_Baghdad	-	ḥājeb	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Mayor_of_Baghdad.tga	-	-	QMY	Loyalty +2, TaxCollection +25, Law +1, Construction -1, Farming +1
Mayor_of_the_City	-	Eparchos tis poleos	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Mayor_of_the_City.tga	-	-	QMY	Loyalty +2, TaxCollection +25, Law +1, Construction -1, Farming +1
Minister_of_Agriculture	-	Logothetēs tōn agelōn 	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Minister_of_Agriculture.tga	-	-	QS	Loyalty +2, TaxCollection +25, Law +1, TroopMorale +1, TrainingUnits -1
Minister_of_Justice	-	Logothetēs tou praitōriou	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Minister_of_Justice.tga	-	-	QJ	Loyalty +1, Farming +1, TaxCollection +25, Law +2, Unrest -2
Mongol_Prince_Royal	-	Jinong 	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	Mongol_Prince_Royal.tga	-	-	4	Authority +2, TrainingUnits -2, Construction -2, BattleSurgery +2, TroopMorale +2
Most_Christian_King_of_France	-	Rex Christianissimus	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	0	Most_Christian_King_of_France.tga	-	-	5	Authority +3, TrainingUnits -2, Construction -2, BattleSurgery +3, TroopMorale +2
Most_Noble_Knight_of_the_Garter	-	Most noble Knight of the Garter	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	Most_Noble_Knight_of_the_Garter.tga	-	-	QMO	Authority +1, Command +1, LineOfSight +1, TrainingAgents -1
Most_Worthy_Master_of_st_Thomas_at_Acon	-	Most Worthy Master of St Thomas at Acon	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Most_Worthy_Master_of_St_Thomas_of_Acon.tga	-	-	QOM	Authority +1, TaxCollection -30, MovementPoints +20, Command +1, BattleSurgery +2
Muslim_Prime_Minister	-	Vizier	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Muslim_Prime_Minister.tga	-	-	QC	 MovementPoints -100, Loyalty +1, Farming +2, TaxCollection +50, Law +2
Muslim_prince	-	Emir	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Pet	0	Muslim_Prince.tga	-	-	4	Authority +2, TrainingUnits -2, Construction -2, BattleSurgery +2, TroopMorale +2
Nobiluomo	-	Nobiluomo	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	0	Consul.tga	-	-	QCb	Authority +1, Farming +2, TaxCollection +50, Law +2,  MovementPoints -25, 
Nordic_chancellor_den	-	Umbuðsmann	An Umbuðsmann was a modernistic office in Sweden and Denmark but the name seems to be very old meaning literally -'messenger' and may have grown out of a simple emissary position. First recorded in Denmark in the Jutish Lawbook Jyskelagen in 1241 as umbozman, the office was a local one referring to a sheriff in each community responsible for gathering taxes and maintaining law. However in the King's own company a national Umbuðsmann held the rank of a formal Prime Minister or Chancellor with control over the kingdom's economy, law and general government.	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Nordic_Chancellor.tga	-	-	QC	 MovementPoints -100, Loyalty +1, Farming +2, TaxCollection +50, Law +2
Nordic_Marshall_swe	-	Marsk	Marsk was a contraction of the German loanword 'Marskalk' or Marshall. He acted as a kind of Commander-in Chief of the military.	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Nordic_Marshall.tga	-	-	QMR	Authority +1, MovementPoints +30, Command +2, TrainingUnits -2, BattleSurgery +2
Nordic_Seneschal_nor	-	Dróttseti	Literally the 'one who seats the king', this man was a form of royal butler and as with all medieval offices this apparently very simple role was bestowed with great ceremony and importance upon highly trusted men taht would perform duties far above mere mundane tasks. By the end of the Middle Ages in Sweden the Dróttseti had become the official title for a regent.	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Nordic_Seneschal.tga	-	-	QS	Loyalty +2, TaxCollection +25, Law +1, TroopMorale +1, TrainingUnits -1
Nordic_steward_nor	-	Skenkjari	The Steward in Nordic government never gained the respect as the office did elsewhere in Europe. He governed mainly the Royal estates, regarding income and tax accounting, looking after the general economy.	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Nordic_Steward.tga	-	-	QS	Loyalty +2, TaxCollection +25, Law +1, TroopMorale +1, TrainingUnits -1
Officer_of_the_Crown	-	Lendr Maðr	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Officer_of_the_Crown.tga	-	-	QJ	Loyalty +1, Farming +1, TaxCollection +25, Law +2, Unrest -2
Officer_of_the_Empire	-	Protovestiarios	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	Officer_of_the_Empire.tga	-	-	QML	MovementPoints +15, Loyalty +1, Command +1, TrainingUnits -1, BattleSurgery +1
Officer_of_the_Great_Port	-	Parathalassitēs	The parathalassitēs (Greek: παραθαλασσίτης, "the one by the sea") was a Byzantine judicial and administrative office which, as its name implies, exercised control over maritime traffic and the imports and tolls on goods conveyed thereby. It may be regarded as the rough equivalent of the comes riparum ("count of the river") and comes portus ("count of the port") of Old Rome.	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Officer_of_the_Great_Port.tga	-	-	QC	 MovementPoints -100, Loyalty +1, Farming +2, TaxCollection +50, Law +2
Ordensmarschall 		Ordensmarschall 	(Summus Marescalcus) hre	-	Religion	0	Grandmaster_of_the_Teutonic_Order.tga	-	-	-	-
Order_of_Ermine	-	L’Ordre de l’Hermine	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	Order_of_Ermine.tga	-	-	QMO	Authority +1, Command +1, LineOfSight +1, TrainingAgents -1
Order_of_Hope	-	Son ordre d'Esperance	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	Order_of_Hope.tga	-	-	QAW	Loyalty +2, Command +1, PersonalSecurity +1
Order_of_st_Anthony	-	Oirden van sent Anthonius	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	Order_of_st_Anthony.tga	-	-	QAW	Loyalty +2, Command +1, PersonalSecurity +1
Order_of_st_Hubert	-	Sent Hubertz orden	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	Order_of_St_Hubert.tga	-	-	QMO	Authority +1, Command +1, LineOfSight +1, TrainingAgents -1
Order_of_the_Band	-	La orden de la Banda	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	Order_of_the_Band.tga	-	-	QAW	Loyalty +2, Command +1, PersonalSecurity +1
Order_of_the_Black_Swan	-	Companie du Cigne noir	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	Order_of_the_Black_Swan.tga	-	-	QAW	Loyalty +2, Command +1, PersonalSecurity +1
Order_of_the_Broom	-	Colers de son liveree de broincoddes	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	Order_of_the_Broom.tga	-	-	QAW	Loyalty +2, Command +1, PersonalSecurity +1
Order_of_the_Buckle	-	Gesellen des Furspans	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	Order_of_the_Buckle.tga	-	-	QAW	Loyalty +2, Command +1, PersonalSecurity +1
Order_of_the_Chestnut_Leaf	-	Hoja de Castaña	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	Order_of_the_Chestnut_Leaf.tga	-	-	QAW	Loyalty +2, Command +1, PersonalSecurity +1
Order_of_the_Collar_of_Savoy	-	Ordre du Collier de Savoye	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	Order_of_the_Collar_of_Savoy.tga	-	-	QAW	Loyalty +2, Command +1, PersonalSecurity +1
Order_of_the_Collar_of_the_Scale	-	Devisa del collar del escama	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	Order_of_the_Collar_of_the_Scale.tga	-	-	QAW	Loyalty +2, Command +1, PersonalSecurity +1
Order_of_the_Crown	-	Ordre de la Couronne	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	Order_of_the_Crown.tga	-	-	QAW	Loyalty +2, Command +1, PersonalSecurity +1
Order_of_the_Double_Crown	-	Corona Doble	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	Order_of_the_Double_Crown.tga	-	-	QAW	Loyalty +2, Command +1, PersonalSecurity +1
Order_of_the_Dragon	-	Societas Draconistrarum	This man is a member of the Order of the Dragon (Hungarian: Sárkány Lovagrend Latin: Societas Draconistrarum). The symbol of the order is a dragon choking itself, symbolizing the willingness of the members to sacrifice themselves to help others. The order was established by King Sigismund of Hungary and his queen Barbara of Celje on December 12, 1408. It was to some extent modelled after the earlier Hungarian monarchical order, the Order of St. George (Societas militae Sancti Georgii), founded by King Charles I in 1318. The statute of the Order states the following about the order: "in company with the prelates, barons, and magnates of our kingdom, whom we invite to participate with us in this party, by reason of the sign and effigy of our pure inclination and intention to crush the pernicious deeds of the same perfidious Enemy, and of the followers of the ancient Dragon, and (as one would expect) of the pagan knights, schismatics, and other nations of the Orthodox faith, and those envious of the Cross of Christ, and of our kingdoms, and of his holy and saving religion of faith, under the banner of the triumphant Cross of Christ ...". The patron saints of the order were Saint George and Saint Margaret. Members of the order, known as "Draconists", are referred to in the statutes as barons (barones, occasionally socii). They were mostly Sigismund's political allies and supporters, who were at first largely confined to the political factions of Stefan Lazarević, Nicholas II Garay and Hermann II of Celje, including such local magnates as Stibor of Stiboricz and Pipo of Ozora. The Order was established initially to promote the defense of Catholicism during the Hussite rebellion, but later it became instrumental in uniting against the Ottomans. The symbol of the order (worn by all the members of the order) was a green dragon with golden scales, with a red cross above it's wings were the latin text: O Q MISERICORS EST DEUS IUSTUS ET PACIENS (O how merciful is God, faithful and just). Initially the order was composed of only 21 members, but soon the order became popular, even European monarchs such as King Henry V of England, King Ladislaus II of Poland and Grand Duke Vytautas of Lithuania were members. As membership grew, the Order of the Dragon came to have two degrees. There was a superior class, which between 1408 and 1418 wore both the dragon and the cross as the Order's emblem and a more elaborate version afterwards.The second degree had a large amount of members, and its symbol was only the dragon. Another note-able member of the order is the Vlad II. who adopted the Dragon symbol into the family coat of arms, which made his son, Vlad Tepes better known as Dracula adopt the nickname draco (dragon). Following Sigismund's death in 1437, the Order lost prominence. 	PLACEHOLDER EFFECTS DESCRIPTION	Security	0	Order_of_the_Dragon.tga	-	-	QMO	Authority +1, Command +1, LineOfSight +1, TrainingAgents -1
Order_of_the_Eagle	-	Adlergesellschaft	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	Order_of_the_Eagle.tga	-	-	QAW	Loyalty +2, Command +1, PersonalSecurity +1
Order_of_the_Golden_Fleece	-	Ordre de la Thoison d'Or	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	Order_of_the_Golden_Fleece.tga	-	-	QAW	Loyalty +2, Command +1, PersonalSecurity +1
Order_of_the_Golden_Shield	-	Ordre de l'Escu d'Or	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	Order_of_the_Golden_Shield.tga	-	-	QAW	Loyalty +2, Command +1, PersonalSecurity +1
Order_of_the_Knot	-	Societate nodi illustrus 	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	Order_of_the_Knot.tga	-	-	QAW	Loyalty +2, Command +1, PersonalSecurity +1
Order_of_the_Pelican	-	Gesellschaft mit dem Pelikan	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	Order_of_the_Pelican.tga	-	-	QAW	Loyalty +2, Command +1, PersonalSecurity +1
Order_of_the_Porcupine	-	Son order du Porc espic	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	Order_of_the_Porcupine.tga	-	-	QAW	Loyalty +2, Command +1, PersonalSecurity +1
Order_of_the_Ship	-	Ordre de la Nef	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	Order_of_the_Ship.tga	-	-	QAW	Loyalty +2, Command +1, PersonalSecurity +1
Order_of_the_Sign	-	Devisa del senyal	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	Order_of_the_Sign.tga	-	-	QAW	Loyalty +2, Command +1, PersonalSecurity +1
Order_of_the_Spool	-	La compagnia dell'Argata	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	Order_of_the_Spool.tga	-	-	QAW	Loyalty +2, Command +1, PersonalSecurity +1
Order_of_the_star	-	Compagnie de le Estoille	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	Order_of_the_Star.tga	-	-	QAW	Loyalty +2, Command +1, PersonalSecurity +1
Order_of_the_stars	-	Gesellschaft von den Sterren	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	Order_of_the_Stars.tga	-	-	QAW	Loyalty +2, Command +1, PersonalSecurity +1
											
Order_of_the_True_Cross	-	Ordre de la Vraie Croix	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	Order_of_the_True_Cross.tga	-	-	QAW	Loyalty +2, Command +1, PersonalSecurity +1
Order_of_the_Unicorn	-	Ordre de la Licorne	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Security	1	Order_of_the_Unicorn.tga	-	-	QAW	Loyalty +2, Command +1, PersonalSecurity +1
Ottoman_Minister_of_Justice	-	Adliye Nazır	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	1	Ottoman_Minister_of_Justice.tga	-	-	QJ	Loyalty +1, Farming +1, TaxCollection +25, Law +2, Unrest -2
Palatine_of_Naples	-	Compalazzo Neapoliti 	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Pet	1	Palatine_of_Naples.tga	-	-	QCb	Authority +1, Farming +2, TaxCollection +50, Law +2,  MovementPoints -25, 
Papal_duke	-	Imperialis palatii magister Consul et Dux 	PLACEHOLDER DESCRIPTION	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Papal_Duke.tga	-	-	QML	MovementPoints +15, Loyalty +1, Command +1, TrainingUnits -1, BattleSurgery +1
Papal_Legate	-	Legatus natus	This man is a Papal Legate designated to represent the Holy See in Hungary. Papal Legates were designated by the Pope himself to oversee missions or diplomatic talks iniated by the Papacy. They were usually chosen from Bishops. There is a difference however in the exact task of certain Legates. The Apostolic Nuncios task is to strengthen relations between the Holy See and the Roman Catholic Church in a particular country and at the same time to act as the diplomatic representative of the Holy See to the leader of that pacticular country. Apostolic Delegates For nations with which the Holy See has no diplomatic ties, an Apostolic Delegate is sent to serve as a liaison with the Roman Catholic Church in that nation. Legate Missus: literally "sent legate", possessing limited powers for the purpose of completing a specific mission - this commission is normally focused in scope and of short duration. In the Middle Ages, papal legates often summoned legatine councils, which dealt with church government and other ecclesiastical issues.	PLACEHOLDER EFFECTS DESCRIPTION	Politics	0	Papal_Legate.tga	-	-	n/a	PersonalSecurity +10, MovementPoints +15, PersonalSecurity +5
